# rule,n_voters,n_relevant_candidates,n_irrelevant_candidates,n_tries,distortion,accuracy
Plurality,30,2,0,10000,1.0113931133675516,0.8005
Plurality,30,2,1,10000,1.0330018297926649,0.6505
Plurality,30,2,2,10000,1.036226476461525,0.6227
Plurality,30,2,3,10000,1.036215699539685,0.6169
Plurality,30,2,4,10000,1.0349537465334588,0.628
Plurality,30,2,5,10000,1.0356721571592649,0.6282
Plurality,30,2,6,10000,1.0351589109428299,0.6282
Plurality,30,2,7,10000,1.0383370008282493,0.6108
Plurality,30,2,8,10000,1.0378242501048291,0.6107
Plurality,30,2,9,10000,1.037787928570823,0.6101
Plurality,30,2,10,10000,1.0388133806002522,0.6057
Plurality,30,2,11,10000,1.038714956139057,0.6036
Plurality,30,2,12,10000,1.0389564741640467,0.6101
Plurality,30,2,13,10000,1.037829412311182,0.6151
PluralityVeto,30,2,0,10000,1.011199680728938,0.792
PluralityVeto,30,2,1,10000,1.0274050504413543,0.6889
PluralityVeto,30,2,2,10000,1.030413262956727,0.6572
PluralityVeto,30,2,3,10000,1.0313673635310183,0.6514
PluralityVeto,30,2,4,10000,1.0312744777771403,0.6461
PluralityVeto,30,2,5,10000,1.0334880502273514,0.641
PluralityVeto,30,2,6,10000,1.0333179794295426,0.6352
PluralityVeto,30,2,7,10000,1.0343637035824285,0.633
PluralityVeto,30,2,8,10000,1.0365244500678963,0.6149
PluralityVeto,30,2,9,10000,1.0357530994556823,0.6224
PluralityVeto,30,2,10,10000,1.036527917998338,0.6127
PluralityVeto,30,2,11,10000,1.037324588611274,0.6097
PluralityVeto,30,2,12,10000,1.038907675902334,0.6023
PluralityVeto,30,2,13,10000,1.037492168688145,0.6142
STV,30,2,0,10000,1.0108812132416347,0.795
STV,30,2,1,10000,1.0328717821297595,0.6408
STV,30,2,2,10000,1.034790515281857,0.6283
STV,30,2,3,10000,1.035480514951548,0.6218
STV,30,2,4,10000,1.035556219257294,0.6215
STV,30,2,5,10000,1.0369089122967292,0.6175
STV,30,2,6,10000,1.0365178476713428,0.6148
STV,30,2,7,10000,1.0375161619561513,0.6159
STV,30,2,8,10000,1.0362251979961505,0.6192
STV,30,2,9,10000,1.0373965256504543,0.6081
STV,30,2,10,10000,1.0371208462732198,0.6151
STV,30,2,11,10000,1.0394393107226907,0.602
STV,30,2,12,10000,1.039081742198492,0.6054
STV,30,2,13,10000,1.0393862382869303,0.604
Harmonic,30,2,0,10000,1.0106697155655628,0.7957
Harmonic,30,2,1,10000,1.0242760927545072,0.7006
Harmonic,30,2,2,10000,1.0253912598944925,0.6864
Harmonic,30,2,3,10000,1.0246163705320206,0.6977
Harmonic,30,2,4,10000,1.0230426935068428,0.7029
Harmonic,30,2,5,10000,1.022836544061453,0.7004
Harmonic,30,2,6,10000,1.0217917115219304,0.7092
Harmonic,30,2,7,10000,1.0220188095174627,0.7052
Harmonic,30,2,8,10000,1.0205887150664172,0.7268
Harmonic,30,2,9,10000,1.0203513493087495,0.7187
Harmonic,30,2,10,10000,1.0201648221889816,0.722
Harmonic,30,2,11,10000,1.0192779191653645,0.7312
Harmonic,30,2,12,10000,1.0189168648305433,0.7349
Harmonic,30,2,13,10000,1.0194884308926888,0.7245
Half approval,30,2,0,10000,1.01120622550597,0.7973
Half approval,30,2,1,10000,1.0308598221053777,0.6494
Half approval,30,2,2,10000,1.0228968097953148,0.7071
Half approval,30,2,3,10000,1.0275898691416776,0.6729
Half approval,30,2,4,10000,1.020808155771015,0.7149
Half approval,30,2,5,10000,1.0233043365211654,0.7014
Half approval,30,2,6,10000,1.0194854894494683,0.7297
Half approval,30,2,7,10000,1.0198172136480335,0.7242
Half approval,30,2,8,10000,1.0179955146582589,0.7355
Half approval,30,2,9,10000,1.0179793550556042,0.7392
Half approval,30,2,10,10000,1.0164658049152528,0.7497
Half approval,30,2,11,10000,1.0170463538133507,0.7411
Half approval,30,2,12,10000,1.0153852581919036,0.761
Half approval,30,2,13,10000,1.0157813923724786,0.7486
Ranked Pairs,30,2,0,10000,1.0109201000410244,0.795
Ranked Pairs,30,2,1,10000,1.0107979374258063,0.795
Ranked Pairs,30,2,2,10000,1.0111278790871474,0.7952
Ranked Pairs,30,2,3,10000,1.0112765107912,0.792
Ranked Pairs,30,2,4,10000,1.010842591850578,0.7972
Ranked Pairs,30,2,5,10000,1.0108500252630983,0.7974
Ranked Pairs,30,2,6,10000,1.0102461992244807,0.8073
Ranked Pairs,30,2,7,10000,1.0107523203860298,0.7955
Ranked Pairs,30,2,8,10000,1.010308966378341,0.8052
Ranked Pairs,30,2,9,10000,1.009804781982633,0.8043
Ranked Pairs,30,2,10,10000,1.0102098651040687,0.8081
Ranked Pairs,30,2,11,10000,1.0102251625142005,0.8103
Ranked Pairs,30,2,12,10000,1.0098024373301164,0.8101
Ranked Pairs,30,2,13,10000,1.0096092299983135,0.8092
Copeland,30,2,0,10000,1.0112351239761839,0.7948
Copeland,30,2,1,10000,1.011120742128792,0.7962
Copeland,30,2,2,10000,1.0109576784378886,0.7958
Copeland,30,2,3,10000,1.0111653411937604,0.7988
Copeland,30,2,4,10000,1.0105130800108817,0.7977
Copeland,30,2,5,10000,1.0107091803803119,0.8012
Copeland,30,2,6,10000,1.010218140246101,0.8051
Copeland,30,2,7,10000,1.0102698094601195,0.8016
Copeland,30,2,8,10000,1.010523958903269,0.7986
Copeland,30,2,9,10000,1.010227074409656,0.8031
Copeland,30,2,10,10000,1.0102952054078704,0.8091
Copeland,30,2,11,10000,1.0104145655749863,0.7992
Copeland,30,2,12,10000,1.0101499205675177,0.8035
Copeland,30,2,13,10000,1.010304523192014,0.7973
